,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02897653 0.02490135 0.        ],[0.02759863 0.02371723 0.        ],[ 0.00951952  0.01030017 -0.00035196],[ 0.96588445  0.830045   -0.75136644],10.0,0.01,0.026458129711095686,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04431697 -0.00383887  0.00807154],[ 0.04352197 -0.0025285   0.00768772],[0.02340847 0.00634916 0.0012338 ],[ 0.5113478  -0.95800716  0.26905143],10.0,0.01,0.026458129711095686,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05     0.023513 0.      ],[0.04969195 0.02227467 0.00036557],[0.03479961 0.00947425 0.00141262],[ 0.98499095  0.911729   -0.8112006 ],10.0,0.01,0.026458129711095686,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.0057855   0.01264481],[ 0.04998535 -0.00445117  0.0120609 ],[0.04191528 0.00461193 0.00527879],[ 0.6004509  -0.976617    0.42149353],10.0,0.01,0.026458129711095686,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05      0.0217095 0.       ],[0.0499993  0.02046549 0.00057353],[0.04460454 0.00867619 0.00531452],[ 0.98754346  0.9165001  -0.8219782 ],10.0,0.01,0.026458129711095686,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00761475  0.01290221],[ 0.04999997 -0.00627947  0.01231595],[0.04567614 0.00373102 0.00666269],[ 0.6067401  -0.97747505  0.43007362],10.0,0.01,0.026458129711095686,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01988788 0.        ],[0.05       0.01864356 0.00058565],[0.04506148 0.00732792 0.00523841],[ 0.98768425  0.9167545  -0.8227627 ],10.0,0.01,0.026458129711095686,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00943778  0.01291701],[ 0.05       -0.00810244  0.01233062],[0.04473668 0.00181943 0.00621652],[ 0.60712063 -0.9775219   0.43056703],10.0,0.01,0.026458129711095686,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01806534 0.        ],[0.05       0.016821   0.00058635],[0.04395632 0.00524076 0.00489597],[ 0.98769236  0.9167706  -0.8228077 ],10.0,0.01,0.026458129711095686,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.0112604   0.01291792],[ 0.05       -0.00992506  0.01233152],[ 0.04402579 -0.00015858  0.00600285],[ 0.60714364 -0.9775248   0.4305973 ],10.0,0.01,0.026458129711095686,False
