,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02942753 0.02353776 0.        ],[0.02802818 0.02241848 0.        ],[ 0.00969929  0.00967229 -0.00037148],[ 0.9809177   0.78459215 -0.81229115],10.0,0.01,0.028518213917748773,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04234188 -0.00410708  0.00253544],[ 0.04166123 -0.00284572  0.00241487],[ 0.02266779  0.00558478 -0.00126012],[ 0.43047845 -0.9214947   0.08451462],10.0,0.01,0.028518213917748773,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02288522 0.        ],[0.04960347 0.02166165 0.00011483],[ 0.03425361  0.00899184 -0.00101429],[ 0.98565936  0.8997433  -0.8355892 ],10.0,0.01,0.028518213917748773,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00610727  0.00795883],[ 0.04998114 -0.00478679  0.00758583],[0.04140612 0.0041997  0.00262783],[ 0.48712456 -0.9664165   0.26529443],10.0,0.01,0.028518213917748773,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02098029 0.        ],[0.0499991  0.019755   0.00036073],[0.04447338 0.00814301 0.00323473],[ 0.988142   0.9029188 -0.8424091],10.0,0.01,0.028518213917748773,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00803938  0.00815482],[ 0.04999996 -0.00671769  0.00778419],[0.04551832 0.00316851 0.00413741],[ 0.49135888 -0.96732235  0.27182722],10.0,0.01,0.028518213917748773,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01905763 0.        ],[0.05       0.01783195 0.00037016],[0.04512225 0.00668917 0.00318859],[ 0.9882474  0.9032335 -0.8429626],10.0,0.01,0.028518213917748773,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00996451  0.00817286],[ 0.05       -0.00864272  0.00780182],[0.04465184 0.00119112 0.00370686],[ 0.49175322 -0.9674045   0.27242863],10.0,0.01,0.028518213917748773,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01713335 0.        ],[0.05       0.01590763 0.000371  ],[0.04402439 0.00452554 0.00283424],[ 0.98825693  0.9032619  -0.8430165 ],10.0,0.01,0.028518213917748773,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01188901  0.00817452],[ 0.05       -0.01056721  0.00780344],[ 0.04391716 -0.00088467  0.00348898],[ 0.4917897  -0.96741194  0.27248394],10.0,0.01,0.028518213917748773,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01520892 0.        ],[0.05       0.0139832  0.00037107],[0.04372144 0.00258691 0.00277183],[ 0.9882579  0.9032643 -0.8430222],10.0,0.01,0.028518213917748773,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01381346  0.00817466],[ 0.05       -0.01249166  0.00780358],[ 0.04392294 -0.00272174  0.00351132],[ 0.49179316 -0.9674126   0.27248883],10.0,0.01,0.028518213917748773,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01328448 0.        ],[0.05       0.01205876 0.00037108],[0.04385611 0.0007709  0.00281605],[ 0.9882579   0.9032645  -0.84302276],10.0,0.01,0.028518213917748773,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.0157379   0.00817468],[ 0.05      -0.0144161  0.0078036],[ 0.04406346 -0.00454791  0.00355527],[ 0.4917934  -0.96741265  0.2724893 ],10.0,0.01,0.028518213917748773,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01136003 0.        ],[0.05       0.01013431 0.00037108],[ 0.04395149 -0.00106898  0.00283414],[ 0.9882579   0.9032644  -0.84302276],10.0,0.01,0.028518213917748773,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01766235  0.00817467],[ 0.05       -0.01634055  0.00780359],[ 0.0441096  -0.00639969  0.00356232],[ 0.4917934  -0.9674126   0.27248907],10.0,0.01,0.028518213917748773,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00943559 0.        ],[0.05       0.00820987 0.00037108],[ 0.04396707 -0.00292531  0.00282816],[ 0.9882579   0.9032645  -0.84302276],10.0,0.01,0.028518213917748773,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01958679  0.00817468],[ 0.05       -0.01826499  0.0078036 ],[ 0.0441147  -0.00825793  0.0035581 ],[ 0.4917934  -0.96741265  0.2724893 ],10.0,0.01,0.028518213917748773,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00751114 0.        ],[0.05       0.00628542 0.00037108],[ 0.04397277 -0.0047833   0.00282148],[ 0.9882579   0.9032644  -0.84302276],10.0,0.01,0.028518213917748773,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02151124  0.00817467],[ 0.05       -0.02018944  0.00780359],[ 0.04412634 -0.0101147   0.00355729],[ 0.4917934  -0.9674126   0.27248907],10.0,0.01,0.028518213917748773,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05      0.0055867 0.       ],[0.05       0.00436098 0.00037108],[ 0.04398873 -0.00663926  0.00281811],[ 0.9882579   0.9032645  -0.84302276],10.0,0.01,0.028518213917748773,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02343568  0.00817468],[ 0.05       -0.02211388  0.0078036 ],[ 0.04414531 -0.01197017  0.00355855],[ 0.4917934  -0.96741265  0.2724893 ],10.0,0.01,0.028518213917748773,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00366225 0.        ],[0.05       0.00243653 0.00037108],[ 0.04400778 -0.00849474  0.00281513],[ 0.9882579   0.9032644  -0.84302276],10.0,0.01,0.028518213917748773,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02536013  0.00817467],[ 0.05       -0.02403833  0.00780359],[ 0.04416419 -0.01382593  0.00355932],[ 0.4917934  -0.9674126   0.27248907],10.0,0.01,0.028518213917748773,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00173781 0.        ],[0.05       0.00051209 0.00037108],[ 0.0440253  -0.01035074  0.00281132],[ 0.9882579   0.9032645  -0.84302276],10.0,0.01,0.028518213917748773,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02728457  0.00817468],[ 0.05       -0.02596277  0.0078036 ],[ 0.04418136 -0.01568222  0.0035593 ],[ 0.4917934  -0.96741265  0.2724893 ],10.0,0.01,0.028518213917748773,False
