,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02964127 0.0280985  0.        ],[0.02823175 0.02676235 0.        ],[ 0.00968692  0.01172092 -0.00033607],[ 0.98804235  0.93661666 -0.5845729 ],10.0,0.01,0.020526857943223953,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02047916 -0.00010853  0.        ],[0.02084781 0.00116925 0.        ],[ 0.01485116  0.00999487 -0.00196286],[-0.30540383 -0.94023424 -0.04799157],10.0,0.01,0.020526857943223953,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[0.04964421 0.02333227 0.        ],[0.04827486 0.02227836 0.        ],[ 0.02765299  0.01224803 -0.00107167],[ 0.9721683   0.7813598  -0.24034113],10.0,0.01,0.020526857943223953,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04333964 -0.00359555  0.        ],[ 0.04357433 -0.00236518  0.        ],[ 0.03518772  0.00559646 -0.00181644],[-0.21015209 -0.89759374 -0.07899171],10.0,0.01,0.020526857943223953,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02184554 0.        ],[0.04969444 0.02069426 0.        ],[ 0.04065768  0.00908516 -0.00057566],[ 0.978385   0.8480363 -0.2913974],10.0,0.01,0.020526857943223953,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04204439 -0.005612    0.        ],[ 0.04240817 -0.00436107  0.        ],[ 0.04070154  0.00469558 -0.00039306],[-0.26518708 -0.91525143 -0.0749439 ],10.0,0.01,0.020526857943223953,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01863427 0.        ],[0.04963899 0.01754078 0.        ],[ 0.04229694  0.00771739 -0.00014177],[ 0.9744301   0.80820906 -0.25639296],10.0,0.01,0.020526857943223953,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04295912 -0.00850521  0.        ],[ 0.04327677 -0.00726666  0.        ],[ 0.04078828  0.00203513 -0.00066424],[-0.23469597 -0.9046495  -0.07842541],10.0,0.01,0.020526857943223953,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05      0.0164497 0.       ],[0.04968029 0.01532193 0.        ],[ 0.04167672  0.00482233 -0.00051859],[ 0.97687507  0.8318306  -0.2753992 ],10.0,0.01,0.020526857943223953,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04222712 -0.01087312  0.        ],[ 0.04258154 -0.00962748  0.        ],[ 0.03987475 -0.00052097 -0.00086603],[-0.25909603 -0.9107607  -0.07647049],10.0,0.01,0.020526857943223953,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01353986 0.        ],[0.04964723 0.01243819 0.        ],[ 0.04109632  0.00227028 -0.00058573],[ 0.97504556  0.81376576 -0.2603429 ],10.0,0.01,0.020526857943223953,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04279194 -0.01364354  0.        ],[ 0.04311793 -0.01240329  0.        ],[ 0.03988211 -0.00320315 -0.00091538],[-0.24026859 -0.9061132  -0.07804596],10.0,0.01,0.020526857943223953,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01118803 0.        ],[0.04967274 0.0100662  0.        ],[ 0.04128084 -0.00026517 -0.00059633],[ 0.97646785  0.82771885 -0.27167475],10.0,0.01,0.020526857943223953,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04235859 -0.01610346  0.        ],[ 0.0427064  -0.01485903  0.        ],[ 0.0399167  -0.00554293 -0.00085098],[-0.25471365 -0.9097163  -0.07687318],10.0,0.01,0.020526857943223953,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00840828 0.        ],[0.04965317 0.00730186 0.        ],[ 0.04130408 -0.00270624 -0.00054706],[ 0.97538066  0.8170581  -0.26291913],10.0,0.01,0.020526857943223953,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04269055 -0.01880091  0.        ],[ 0.04302164 -0.01755966  0.        ],[ 0.04005488 -0.00814314 -0.00085639],[-0.24364841 -0.906973   -0.07778329],10.0,0.01,0.020526857943223953,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00595559 0.        ],[0.04966816 0.00483738 0.        ],[ 0.04140318 -0.00524483 -0.0005726 ],[ 0.97622013  0.82521653 -0.26947224],10.0,0.01,0.020526857943223953,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04243801 -0.02131671  0.        ],[ 0.04278182 -0.02007302  0.        ],[ 0.04001697 -0.01056858 -0.00084565],[-0.2520665  -0.9090766  -0.07710916],10.0,0.01,0.020526857943223953,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00325411 0.        ],[0.04965676 0.00214485 0.        ],[ 0.04136515 -0.00772476 -0.00056544],[ 0.9755819   0.8190274  -0.26447845],10.0,0.01,0.020526857943223953,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04262976 -0.02397042  0.        ],[ 0.04296391 -0.02272857  0.        ],[ 0.04007207 -0.01313349 -0.00085833],[-0.24567479 -0.9074843  -0.07762372],10.0,0.01,0.020526857943223953,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00074183 0.        ],[ 0.04966542 -0.00037424  0.        ],[ 0.04142146 -0.01025079 -0.00058417],[ 0.97606754  0.8237417  -0.26826924],10.0,0.01,0.020526857943223953,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04248379 -0.02651914  0.        ],[ 0.0428253  -0.02527588  0.        ],[ 0.04006285 -0.01559126 -0.00085047],[-0.2505402  -0.9086991  -0.07723349],10.0,0.01,0.020526857943223953,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00191429  0.        ],[ 0.04965882 -0.00302519  0.        ],[ 0.04141552 -0.01274073 -0.00058074],[ 0.9756985   0.8201618  -0.26538324],10.0,0.01,0.020526857943223953,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04259469 -0.02914762  0.        ],[ 0.04293061 -0.02790543  0.        ],[ 0.04010827 -0.01812993 -0.00085721],[-0.24684376 -0.9077778  -0.07753074],10.0,0.01,0.020526857943223953,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00446102  0.        ],[ 0.04966383 -0.00557586  0.        ],[ 0.04145822 -0.01525789 -0.00059479],[ 0.9759792   0.82288647 -0.26757562],10.0,0.01,0.020526857943223953,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04251032 -0.03171541  0.        ],[ 0.04285049 -0.03047241  0.        ],[ 0.04011081 -0.02060781 -0.00085425],[-0.24965608 -0.9084797  -0.07730508],10.0,0.01,0.020526857943223953,False
26,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00709093  0.        ],[ 0.04966002 -0.00820277  0.        ],[ 0.04146122 -0.01775568 -0.00059724],[ 0.97576594  0.8208163  -0.2659074 ],10.0,0.01,0.020526857943223953,False
