,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02971402 0.02805593 0.        ],[0.02830105 0.0267218  0.        ],[ 0.00971264  0.01169959 -0.00033777],[ 0.9904674   0.93519783 -0.5753777 ],10.0,0.01,0.002664419655338359,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02012894 -0.00035212  0.        ],[0.02051755 0.00093531 0.        ],[ 0.01475626  0.00987545 -0.00195971],[-0.3195027  -0.94693524 -0.01717675],10.0,0.01,0.002664419655338359,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[0.04960872 0.02498435 0.        ],[0.04822536 0.02384076 0.        ],[ 0.02752348  0.01289902 -0.00104286],[ 0.98265934  0.8445492  -0.26585633],10.0,0.01,0.002664419655338359,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04107585 -0.00284531  0.        ],[ 0.04141582 -0.00157632  0.        ],[ 0.0342846   0.00666817 -0.00178395],[-0.28442913 -0.92765546 -0.05323851],10.0,0.01,0.002664419655338359,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02278318 0.        ],[0.0495918  0.02162482 0.        ],[ 0.03994068  0.01011984 -0.00049374],[ 0.9826596  0.854283  -0.2708453],10.0,0.01,0.002664419655338359,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04137977 -0.00510215  0.        ],[ 0.04177027 -0.00383121  0.        ],[ 0.04008857  0.00538426 -0.00046012],[-0.28734106 -0.9295109  -0.05250371],10.0,0.01,0.002664419655338359,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02047329 0.        ],[0.04960866 0.01931755 0.        ],[ 0.04190434  0.00878137 -0.00015405],[ 0.9825182   0.85251474 -0.26918608],10.0,0.01,0.002664419655338359,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139807 -0.0074009   0.        ],[ 0.0417885  -0.00613037  0.        ],[ 0.04004317  0.00333017 -0.00066101],[-0.286731   -0.92913973 -0.05268729],10.0,0.01,0.002664419655338359,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01818522 0.        ],[0.04960952 0.01702896 0.        ],[ 0.04115193  0.0063314  -0.00046185],[ 0.9825456  0.8528707 -0.2695142],10.0,0.01,0.002664419655338359,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.0413944 -0.0096912  0.       ],[ 0.04178505 -0.00842059  0.        ],[ 0.03932439  0.00086366 -0.00089464],[-0.2868532  -0.92921424 -0.05265075],10.0,0.01,0.002664419655338359,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01589278 0.        ],[0.04960936 0.01473662 0.        ],[ 0.0407332   0.00399098 -0.00056951],[ 0.98254013  0.8527994  -0.26944828],10.0,0.01,0.002664419655338359,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139514 -0.0119832   0.        ],[ 0.04178575 -0.01071261  0.        ],[ 0.0392087  -0.00135734 -0.0009137 ],[-0.28682864 -0.92919934 -0.05265808],10.0,0.01,0.002664419655338359,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05      0.0136012 0.       ],[0.04960939 0.01244502 0.        ],[ 0.04079582  0.0018054  -0.0005458 ],[ 0.9825412  0.8528136 -0.2694615],10.0,0.01,0.002664419655338359,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139499 -0.01427487  0.        ],[ 0.04178561 -0.01300427  0.        ],[ 0.03932743 -0.00354096 -0.00087473],[-0.28683364 -0.9292023  -0.05265665],10.0,0.01,0.002664419655338359,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01130946 0.        ],[0.04960938 0.01015328 0.        ],[ 0.04089966 -0.00038971 -0.00052446],[ 0.9825411   0.85281086 -0.26945877],10.0,0.01,0.002664419655338359,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139502 -0.01656659  0.        ],[ 0.04178563 -0.01529599  0.        ],[ 0.03939153 -0.00574485 -0.00086172],[-0.2868327  -0.9292017  -0.05265701],10.0,0.01,0.002664419655338359,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00901775 0.        ],[0.04960939 0.00786157 0.        ],[ 0.04093158 -0.00260024 -0.00052753],[ 0.9825411   0.85281134 -0.26945925],10.0,0.01,0.002664419655338359,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139502 -0.01885831  0.        ],[ 0.04178563 -0.01758771  0.        ],[ 0.0394064  -0.00795719 -0.00086387],[-0.2868328  -0.92920184 -0.05265689],10.0,0.01,0.002664419655338359,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00672603 0.        ],[0.04960939 0.00556985 0.        ],[ 0.04094258 -0.0048149  -0.00053505],[ 0.9825411   0.85281134 -0.2694593 ],10.0,0.01,0.002664419655338359,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139502 -0.02115002  0.        ],[ 0.04178563 -0.01987942  0.        ],[ 0.03941998 -0.0101698  -0.00086512],[-0.2868328  -0.92920184 -0.05265689],10.0,0.01,0.002664419655338359,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00443432 0.        ],[0.04960939 0.00327814 0.        ],[ 0.04096024 -0.00702836 -0.00054007],[ 0.9825411   0.85281134 -0.2694593 ],10.0,0.01,0.002664419655338359,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139502 -0.02344174  0.        ],[ 0.04178563 -0.02217114  0.        ],[ 0.03944037 -0.01238119 -0.00086435],[-0.2868328  -0.92920184 -0.05265689],10.0,0.01,0.002664419655338359,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05      0.0021426 0.       ],[0.04960939 0.00098642 0.        ],[ 0.04098177 -0.0092412  -0.00054447],[ 0.9825411   0.85281134 -0.2694593 ],10.0,0.01,0.002664419655338359,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139502 -0.02573345  0.        ],[ 0.04178563 -0.02446285  0.        ],[ 0.03946155 -0.01459274 -0.00086387],[-0.2868328  -0.92920184 -0.05265689],10.0,0.01,0.002664419655338359,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00014911  0.        ],[ 0.04960939 -0.00130529  0.        ],[ 0.04100222 -0.01145454 -0.00054967],[ 0.9825411   0.85281134 -0.2694593 ],10.0,0.01,0.002664419655338359,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04139502 -0.02802517  0.        ],[ 0.04178563 -0.02675457  0.        ],[ 0.03948105 -0.01680488 -0.00086429],[-0.2868328  -0.92920184 -0.05265689],10.0,0.01,0.002664419655338359,False
