,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02967629 0.02833163 0.        ],[0.02826511 0.02698439 0.        ],[ 0.00969449  0.01182494 -0.0003346 ],[ 0.98920965  0.9443877  -0.6193768 ],10.0,0.01,0.00847601189510481,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 2.03698026e-02 -1.98446214e-05  0.00000000e+00],[0.02074524 0.00126427 0.        ],[ 0.01481531  0.01013493 -0.00196307],[-0.3102162  -0.94504917 -0.0358156 ],10.0,0.01,0.00847601189510481,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[0.04951773 0.02328893 0.        ],[0.04814953 0.02224161 0.        ],[ 0.02758417  0.01230506 -0.00106476],[ 0.9715978   0.7769593  -0.24596119],10.0,0.01,0.00847601189510481,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04225976 -0.00389952  0.        ],[ 0.04253983 -0.00265645  0.        ],[ 0.03477366  0.00548684 -0.00178526],[-0.24193251 -0.9062819  -0.07937825],10.0,0.01,0.00847601189510481,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02077302 0.        ],[0.04964525 0.01965889 0.        ],[ 0.04034408  0.00849299 -0.00053143],[ 0.9751797   0.8224182  -0.27366328],10.0,0.01,0.00847601189510481,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04206232 -0.00674801  0.        ],[ 0.04242291 -0.0054923   0.        ],[ 0.0405581   0.00366362 -0.00043045],[-0.26458937 -0.9173679  -0.07548118],10.0,0.01,0.00847601189510481,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01734037 0.        ],[0.04963969 0.01625462 0.        ],[ 0.04223783  0.00647606 -0.00016421],[ 0.9732435   0.8029462  -0.25855732],10.0,0.01,0.00847601189510481,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04225525 -0.01003917  0.        ],[ 0.0426064  -0.00878883  0.        ],[ 0.04053972  0.00067106 -0.00065056],[-0.25815827 -0.9126514  -0.07770169],10.0,0.01,0.00847601189510481,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01422766 0.        ],[0.04964842 0.01313317 0.        ],[ 0.04151062  0.00307596 -0.00048848],[ 0.97384655  0.8088943  -0.26270944],10.0,0.01,0.00847601189510481,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04219722 -0.01319535  0.        ],[ 0.04255155 -0.01194336  0.        ],[ 0.03980821 -0.00265776 -0.00088038],[-0.26009256 -0.91410017 -0.07708043],10.0,0.01,0.00847601189510481,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01101738 0.        ],[0.04964581 0.00992554 0.        ],[ 0.04108118 -0.00010478 -0.00059635],[ 0.9736614  0.807091  -0.261433 ],10.0,0.01,0.00847601189510481,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221486 -0.01639249  0.        ],[ 0.04256822 -0.015141    0.        ],[ 0.03969855 -0.0057391  -0.00090238],[-0.25950462 -0.9136625  -0.07727069],10.0,0.01,0.00847601189510481,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00783668 0.        ],[0.0496466  0.00674403 0.        ],[ 0.04115442 -0.00316026 -0.00057607],[ 0.9737177   0.807639   -0.26181984],10.0,0.01,0.00847601189510481,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.0422095  -0.01957719  0.        ],[ 0.04256316 -0.01832555  0.        ],[ 0.03982514 -0.00878927 -0.000863  ],[-0.25968325 -0.9137957  -0.07721305],10.0,0.01,0.00847601189510481,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00464698 0.        ],[0.04964636 0.00355458 0.        ],[ 0.04126459 -0.00622109 -0.00055657],[ 0.9737005   0.80747247 -0.26170218],10.0,0.01,0.00847601189510481,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221113 -0.02276567  0.        ],[ 0.0425647  -0.02151408  0.        ],[ 0.03989534 -0.01185919 -0.00085147],[-0.25962895 -0.9137552  -0.07723057],10.0,0.01,0.00847601189510481,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00146002 0.        ],[0.04964643 0.00036754 0.        ],[ 0.04130159 -0.00929835 -0.00056331],[ 0.97370577  0.807523   -0.26173794],10.0,0.01,0.00847601189510481,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221063 -0.02595301  0.        ],[ 0.04256423 -0.0247014   0.        ],[ 0.03991439 -0.01493744 -0.00085561],[-0.25964552 -0.9137675  -0.07722521],10.0,0.01,0.00847601189510481,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00172778  0.        ],[ 0.04964641 -0.00282024  0.        ],[ 0.04131621 -0.01237952 -0.00057487],[ 0.9737041   0.8075075  -0.26172704],10.0,0.01,0.00847601189510481,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221079 -0.0291407   0.        ],[ 0.04256437 -0.02788909  0.        ],[ 0.03993144 -0.01801634 -0.00085938],[-0.25964034 -0.91376376 -0.077227  ],10.0,0.01,0.00847601189510481,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00491532  0.        ],[ 0.04964642 -0.00600779  0.        ],[ 0.04133696 -0.01545994 -0.00058447],[ 0.9737046   0.8075124  -0.26173037],10.0,0.01,0.00847601189510481,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221074 -0.03232827  0.        ],[ 0.04256433 -0.03107667  0.        ],[ 0.03995469 -0.0210943  -0.00086162],[-0.2596419  -0.9137649  -0.07722634],10.0,0.01,0.00847601189510481,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00810294  0.        ],[ 0.04964642 -0.0091954   0.        ],[ 0.04136087 -0.01854001 -0.00059392],[ 0.97370446  0.807511   -0.26172936],10.0,0.01,0.00847601189510481,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.03551588  0.        ],[ 0.04256434 -0.03426428  0.        ],[ 0.03997803 -0.02417271 -0.00086465],[-0.25964153 -0.9137646  -0.07722658],10.0,0.01,0.00847601189510481,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01129054  0.        ],[ 0.04964642 -0.012383    0.        ],[ 0.04138294 -0.02162083 -0.00060472],[ 0.9737046  0.8075113 -0.2617296],10.0,0.01,0.00847601189510481,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.03870348  0.        ],[ 0.04256434 -0.03745188  0.        ],[ 0.03999889 -0.02725194 -0.00086913],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
26,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01447815  0.        ],[ 0.04964642 -0.0155706   0.        ],[ 0.04140258 -0.02470239 -0.00061686],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
27,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.04189108  0.        ],[ 0.04256434 -0.04063948  0.        ],[ 0.04001773 -0.0303318  -0.0008748 ],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
28,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01766575  0.        ],[ 0.04964642 -0.01875821  0.        ],[ 0.04142049 -0.02778451 -0.00063012],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
29,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.04507869  0.        ],[ 0.04256434 -0.04382708  0.        ],[ 0.04003506 -0.03341218 -0.00088153],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
30,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02085335  0.        ],[ 0.04964642 -0.02194581  0.        ],[ 0.0414369  -0.03086713 -0.00064445],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
31,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.04826629  0.        ],[ 0.04256434 -0.04701469  0.        ],[ 0.04005089 -0.03649305 -0.00088932],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
32,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02404096  0.        ],[ 0.04964642 -0.02513342  0.        ],[ 0.04145172 -0.03395021 -0.00065988],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
33,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.0514539   0.        ],[ 0.04256434 -0.05020229  0.        ],[ 0.04006513 -0.03957437 -0.0008982 ],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
34,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02722856  0.        ],[ 0.04964642 -0.02832102  0.        ],[ 0.04146491 -0.03703371 -0.00067642],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
35,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.0546415   0.        ],[ 0.04256434 -0.0533899   0.        ],[ 0.04007777 -0.0426561  -0.00090819],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
36,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03041617  0.        ],[ 0.04964642 -0.03150862  0.        ],[ 0.04147644 -0.0401176  -0.00069409],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
37,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.05782911  0.        ],[ 0.04256434 -0.0565775   0.        ],[ 0.04008879 -0.0457382  -0.00091927],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
38,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03360377  0.        ],[ 0.04964642 -0.03469623  0.        ],[ 0.04148633 -0.04320184 -0.00071287],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
39,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.06101671  0.        ],[ 0.04256434 -0.05976511  0.        ],[ 0.0400982  -0.04882064 -0.00093145],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
40,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03679137  0.        ],[ 0.04964642 -0.03788383  0.        ],[ 0.04149457 -0.04628639 -0.00073278],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
41,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.06420431  0.        ],[ 0.04256434 -0.06295271  0.        ],[ 0.04010598 -0.05190337 -0.00094474],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
42,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03997898  0.        ],[ 0.04964642 -0.04107144  0.        ],[ 0.04150115 -0.04937119 -0.00075381],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
43,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.06739192  0.        ],[ 0.04256434 -0.06614031  0.        ],[ 0.04011214 -0.05498635 -0.00095913],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
44,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.04316658  0.        ],[ 0.04964642 -0.04425904  0.        ],[ 0.04150606 -0.05245622 -0.00077597],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
45,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.07057952  0.        ],[ 0.04256434 -0.06932792  0.        ],[ 0.04011666 -0.05806954 -0.00097462],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
46,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.04635419  0.        ],[ 0.04964642 -0.04744665  0.        ],[ 0.0415093  -0.05554143 -0.00079926],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
47,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.07376713  0.        ],[ 0.04256434 -0.07251552  0.        ],[ 0.04011953 -0.0611529  -0.00099121],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
48,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.04954179  0.        ],[ 0.04964642 -0.05063425  0.        ],[ 0.04151085 -0.05862678 -0.00082367],[ 0.9737046  0.8075112 -0.2617296],10.0,0.01,0.00847601189510481,False
49,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.04221075 -0.07695473  0.        ],[ 0.04256434 -0.07570313  0.        ],[ 0.04012076 -0.06423638 -0.00100891],[-0.2596416  -0.91376466 -0.07722652],10.0,0.01,0.00847601189510481,False
