,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02951023 0.00114812 0.        ],[0.02810694 0.00109353 0.        ],[ 0.01011885 -0.00041744 -0.00051491],[ 0.9836743   0.03827071 -0.42227042],10.0,0.01,0.003313826957513525,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01213371 0.        ],[0.04895893 0.01160872 0.        ],[ 0.0254522   0.0034076  -0.00239432],[ 0.9330828   0.36618638 -0.78700954],10.0,0.01,0.003313826957513525,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01015183  0.        ],[ 0.04995049 -0.00911706  0.        ],[ 0.03641734 -0.00216972 -0.0027716 ],[ 0.75761294 -0.7428515  -0.43723953],10.0,0.01,0.003313826957513525,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01895545 0.        ],[0.04999765 0.01762053 0.        ],[ 0.04242303  0.00403596 -0.0008812 ],[ 0.99090576  0.9702426  -0.97345245],10.0,0.01,0.003313826957513525,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01069914  0.        ],[ 0.04999989 -0.00935246  0.        ],[ 0.04482792  0.00060436 -0.00016959],[ 0.84778523 -0.98848605 -0.6849861 ],10.0,0.01,0.003313826957513525,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01835635 0.        ],[0.04999999 0.01703872 0.        ],[ 0.04553305  0.00535298 -0.00018843],[ 0.9903307   0.9685161  -0.97649413],10.0,0.01,0.003313826957513525,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01129488  0.        ],[ 0.05       -0.00994754  0.        ],[ 0.04494783  0.00024521 -0.00044645],[ 0.84754026 -0.9883742  -0.6843769 ],10.0,0.01,0.003313826957513525,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01776041 0.        ],[0.05       0.01644283 0.        ],[ 0.04445552  0.00433661 -0.00063502],[ 0.99032843  0.9685097  -0.97648764],10.0,0.01,0.003313826957513525,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0118908  0.       ],[ 0.05       -0.01054347  0.        ],[ 0.04381344 -0.00073515 -0.00080333],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01716448 0.        ],[0.05      0.0158469 0.       ],[ 0.04374484  0.00358254 -0.00082294],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01248673  0.        ],[ 0.05      -0.0111394  0.       ],[ 0.043565   -0.00131795 -0.00085043],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01656855 0.        ],[0.05       0.01525097 0.        ],[ 0.04378918  0.00304199 -0.00078953],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01308266  0.        ],[ 0.05       -0.01173533  0.        ],[ 0.04371164 -0.00185792 -0.00079476],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01597262 0.        ],[0.05       0.01465504 0.        ],[ 0.04391974  0.00249096 -0.0007505 ],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01367859  0.        ],[ 0.05       -0.01233126  0.        ],[ 0.04378506 -0.00242082 -0.00077601],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05      0.0153767 0.       ],[0.05       0.01405911 0.        ],[ 0.0439429   0.00192045 -0.00074997],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01427452  0.        ],[ 0.05       -0.01292718  0.        ],[ 0.04378166 -0.00299679 -0.00078072],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01478077 0.        ],[0.05       0.01346318 0.        ],[ 0.04393272  0.00134246 -0.00075662],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01487045  0.        ],[ 0.05       -0.01352311  0.        ],[ 0.0437756  -0.00357347 -0.0007837 ],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01418484 0.        ],[0.05       0.01286725 0.        ],[ 0.04393315  0.00076677 -0.00075864],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01546638  0.        ],[ 0.05       -0.01411904  0.        ],[ 0.04378109 -0.00414748 -0.00078277],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01358891 0.        ],[0.05       0.01227133 0.        ],[ 0.04394086  0.00019281 -0.0007587 ],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01606231  0.        ],[ 0.05       -0.01471497  0.        ],[ 0.04378921 -0.00472106 -0.0007814 ],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01299298 0.        ],[0.05      0.0116754 0.       ],[ 0.04394824 -0.00038132 -0.00075914],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01665824  0.        ],[ 0.05      -0.0153109  0.       ],[ 0.04379594 -0.00529502 -0.00078059],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01239705 0.        ],[0.05       0.01107947 0.        ],[ 0.04395434 -0.00095575 -0.00076   ],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
26,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01725417  0.        ],[ 0.05       -0.01590683  0.        ],[ 0.04380192 -0.00586912 -0.00078   ],[ 0.8475399 -0.9883739 -0.6843756],10.0,0.01,0.003313826957513525,False
27,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01180112 0.        ],[0.05       0.01048354 0.        ],[ 0.04396019 -0.00153025 -0.00076092],[ 0.99032843  0.96850955 -0.97648764],10.0,0.01,0.003313826957513525,False
