,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02199781 -0.01097098  0.        ],[ 0.02095176 -0.01044928  0.        ],[ 0.0077378  -0.00562769 -0.00043037],[ 0.7332604 -0.3656994 -0.8256646],10.0,0.01,0.01835522765490822,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.00616666  0.01851221  0.02383206],[-0.00487711  0.01713502  0.02269879],[0.00508409 0.00366127 0.01039182],[-0.93881583  0.98277307  0.7944021 ],10.0,0.01,0.01835522765490822,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02082502 0.0013498  0.        ],[0.01960282 0.00210043 0.00107938],[0.00836456 0.00681105 0.01120433],[ 0.8997227 -0.5720802 -0.9365381],10.0,0.01,0.01835522765490822,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.0076093   0.03092875  0.02407065],[-0.0063153   0.02955789  0.02297736],[0.00424613 0.01729133 0.01241417],[-0.9478106   0.9859648   0.80235505],10.0,0.01,0.01835522765490822,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.0194055  0.01379205 0.        ],[0.01818241 0.01454176 0.00109263],[0.00676157 0.01969003 0.01095294],[ 0.9004934 -0.5712232 -0.9367923],10.0,0.01,0.01835522765490822,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.00902843  0.04337076  0.02406977],[-0.00773449  0.04199987  0.02297715],[0.00236174 0.02937044 0.01216646],[-0.9477978  0.9859569  0.8023257],10.0,0.01,0.01835522765490822,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01798631 0.02623408 0.        ],[0.01676322 0.02698378 0.00109262],[0.00488079 0.0314758  0.01082975],[ 0.9004915 -0.5712226 -0.9367912],10.0,0.01,0.01835522765490822,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01044762  0.05        0.02406977],[-0.00915368  0.04890552  0.02297715],[0.00075501 0.038723   0.01207563],[-0.9477978  0.9859569  0.8023257],10.0,0.01,0.01835522765490822,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01656712 0.03286332 0.        ],[0.01534404 0.03362617 0.00109262],[0.00361955 0.03853906 0.01077782],[ 0.9004915 -0.5712226 -0.9367912],10.0,0.01,0.01835522765490822,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01186681  0.05        0.02406977],[-0.01057286  0.04922138  0.02297715],[-0.00026237  0.04205275  0.01212296],[-0.9477978  0.9859569  0.8023257],10.0,0.01,0.01835522765490822,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01514794 0.03286332 0.        ],[0.01392485 0.03364119 0.00109262],[0.00276927 0.03915037 0.01081961],[ 0.9004915 -0.5712226 -0.9367912],10.0,0.01,0.01835522765490822,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.013286    0.05        0.02406977],[-0.01199205  0.0492221   0.02297715],[-0.00126993  0.041792    0.01221924],[-0.9477978  0.9859569  0.8023257],10.0,0.01,0.01835522765490822,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01372875 0.03286332 0.        ],[0.01250566 0.03364122 0.00109262],[0.00155182 0.03896265 0.01085414],[ 0.9004915 -0.5712226 -0.9367912],10.0,0.01,0.01835522765490822,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01470518  0.05        0.02406977],[-0.01341124  0.0492221   0.02297715],[-0.00261771  0.04181707  0.0122051 ],[-0.9477978  0.9859569  0.8023257],10.0,0.01,0.01835522765490822,False
