,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02187002 -0.01144092  0.        ],[ 0.02083004 -0.01089687  0.        ],[ 0.00770118 -0.00583482 -0.00042956],[ 0.72900057 -0.38136387 -0.83635485],10.0,0.01,0.017320750001947733,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.00636406  0.01806917  0.02392576],[-0.00507091  0.01669176  0.02278803],[0.00500629 0.00327441 0.01044692],[-0.941136    0.98366964  0.7975254 ],10.0,0.01,0.017320750001947733,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[0.02062939 0.00084313 0.        ],[0.01940727 0.00159677 0.00108363],[0.00824314 0.0063399  0.01125596],[ 0.8997817  -0.5742014  -0.93919766],10.0,0.01,0.017320750001947733,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.00781278  0.03042378  0.02402666],[-0.0065184   0.02905299  0.02293566],[0.00408655 0.01679428 0.01240451],[-0.94807225  0.98602176  0.80088854],10.0,0.01,0.017320750001947733,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01919596 0.01323331 0.        ],[0.01797318 0.01398557 0.00109065],[0.00658723 0.01917883 0.01093492],[ 0.90029144 -0.5730159  -0.93926746],10.0,0.01,0.017320750001947733,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.0092455   0.04281362  0.02402582],[-0.00795118  0.04144278  0.02293519],[0.00217817 0.02884199 0.0121439 ],[-0.94804865  0.98601055  0.80086064],10.0,0.01,0.017320750001947733,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01776317 0.02562304 0.        ],[0.01654039 0.02637531 0.00109063],[0.0047005  0.03092063 0.01081564],[ 0.9002888  -0.57301944 -0.93926674],10.0,0.01,0.017320750001947733,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.0106783   0.05        0.02402582],[-0.00938398  0.04887659  0.0229352 ],[0.00055556 0.0384113  0.01206111],[-0.9480488   0.98601055  0.80086076],10.0,0.01,0.017320750001947733,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01633037 0.03280942 0.        ],[0.01510759 0.03357345 0.00109063],[0.00339545 0.03845211 0.01076525],[ 0.9002888  -0.5730194  -0.93926674],10.0,0.01,0.017320750001947733,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01211109  0.05        0.02402583],[-0.01081678  0.04921888  0.0229352 ],[-0.00049345  0.042064    0.01209832],[-0.9480487   0.98601055  0.8008609 ],10.0,0.01,0.017320750001947733,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01489757 0.03280941 0.        ],[0.01367479 0.03358972 0.00109063],[0.00255038 0.0391547  0.0108019 ],[ 0.9002888  -0.57301956 -0.93926674],10.0,0.01,0.017320750001947733,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01354389  0.05        0.02402582],[-0.01224957  0.04921965  0.0229352 ],[-0.00148643  0.04178397  0.01220249],[-0.9480487   0.98601055  0.80086076],10.0,0.01,0.017320750001947733,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01346477 0.03280942 0.        ],[0.01224199 0.03358976 0.00109063],[0.00133455 0.03893997 0.01084092],[ 0.9002888  -0.57301944 -0.93926674],10.0,0.01,0.017320750001947733,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01497669  0.05        0.02402582],[-0.01368237  0.04921965  0.0229352 ],[-0.00284774  0.04180323  0.01218816],[-0.9480488   0.98601055  0.80086076],10.0,0.01,0.017320750001947733,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[0.01203198 0.03280942 0.        ],[0.01080919 0.03358977 0.00109063],[-3.05135681e-05  3.90331426e-02  1.08329043e-02],[ 0.9002888  -0.5730194  -0.93926674],10.0,0.01,0.017320750001947733,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01640948  0.05        0.02402583],[-0.01511517  0.04921965  0.0229352 ],[-0.00416273  0.04187059  0.01219083],[-0.9480487   0.98601055  0.8008609 ],10.0,0.01,0.017320750001947733,False
