,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02474645 -0.01446393  0.        ],[ 0.0235697  -0.01377613  0.        ],[ 0.00873271 -0.00729007 -0.00048611],[ 0.8248818  -0.4821309  -0.76306283],10.0,0.01,0.020674528869737325,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.03867586 -0.01635753  0.        ],[ 0.03795753 -0.01623477  0.        ],[ 0.02090419 -0.01568425 -0.00185873],[ 0.46431363 -0.06311995 -0.43997502],10.0,0.01,0.020674528869737325,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02380772  0.        ],[ 0.04942735 -0.02344761  0.        ],[ 0.032801   -0.02208593 -0.00202679],[ 0.55502546 -0.24833995 -0.5710225 ],10.0,0.01,0.020674528869737325,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02411049  0.        ],[ 0.04997277 -0.02407897  0.        ],[ 0.04035109 -0.02481228 -0.00151493],[ 0.4683441  -0.01009214 -0.4351492 ],10.0,0.01,0.020674528869737325,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03376601  0.        ],[ 0.04999871 -0.03330537  0.        ],[ 0.0440829  -0.02918373 -0.0006412 ],[ 0.5686563  -0.32185078 -0.59510416],10.0,0.01,0.020674528869737325,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03332261  0.        ],[ 0.04999994 -0.03332179  0.        ],[ 0.04551125 -0.03260296 -0.00036231],[ 0.44706166  0.01478016 -0.42337072],10.0,0.01,0.020674528869737325,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.04419214  0.        ],[ 0.05       -0.04367522  0.        ],[ 0.04552998 -0.03850712 -0.00047301],[ 0.58892417 -0.36231768 -0.61816627],10.0,0.01,0.020674528869737325,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.04351073  0.        ],[ 0.05       -0.04351855  0.        ],[ 0.0450572  -0.04274152 -0.00070317],[ 0.43557048  0.02271342 -0.41492522],10.0,0.01,0.020674528869737325,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.05486102  0.        ],[ 0.05       -0.05432166  0.        ],[ 0.04449997 -0.04891855 -0.00087694],[ 0.59899545 -0.37834287 -0.6285692 ],10.0,0.01,0.020674528869737325,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.05417541  0.        ],[ 0.05       -0.05418237  0.        ],[ 0.04419783 -0.05316961 -0.00101611],[ 0.4341129   0.02285361 -0.4131    ],10.0,0.01,0.020674528869737325,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.06555775  0.        ],[ 0.05       -0.06501683  0.        ],[ 0.04404226 -0.05928753 -0.00104989],[ 0.60019517 -0.37941146 -0.62964964],10.0,0.01,0.020674528869737325,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0648778  0.       ],[ 0.05       -0.06488441  0.        ],[ 0.0440707  -0.06350993 -0.0010987 ],[ 0.43413997  0.02266526 -0.4130178 ],10.0,0.01,0.020674528869737325,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.07625321  0.        ],[ 0.05       -0.07571259  0.        ],[ 0.04408318 -0.06961691 -0.00108874],[ 0.60014045 -0.37918043 -0.629594  ],10.0,0.01,0.020674528869737325,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0755749  0.       ],[ 0.05       -0.07558145  0.        ],[ 0.04414151 -0.07384356 -0.00114699],[ 0.43416762  0.02261019 -0.41303217],10.0,0.01,0.020674528869737325,False
