,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.0244039  -0.01433833  0.        ],[ 0.02324343 -0.0136565   0.        ],[ 0.00861348 -0.00722213 -0.00048005],[ 0.8134632  -0.47794425 -0.76141745],10.0,0.01,0.005137581948496662,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.03841523 -0.01628581  0.        ],[ 0.03769377 -0.01616078  0.        ],[ 0.02071374 -0.0155778  -0.00183623],[ 0.46704447 -0.06491601 -0.44816822],10.0,0.01,0.005137581948496662,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02324642  0.        ],[ 0.04941481 -0.02290948  0.        ],[ 0.03266502 -0.02178066 -0.0020225 ],[ 0.53999376 -0.23202044 -0.5606437 ],10.0,0.01,0.005137581948496662,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02349781  0.        ],[ 0.04997217 -0.02346984  0.        ],[ 0.04026951 -0.02429736 -0.00153305],[ 0.47470987 -0.00837976 -0.43700445],10.0,0.01,0.005137581948496662,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03287174  0.        ],[ 0.04999868 -0.03242465  0.        ],[ 0.04404095 -0.02845449 -0.00064977],[ 0.5543251  -0.31246406 -0.58841074],10.0,0.01,0.005137581948496662,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03196452  0.        ],[ 0.04999994 -0.0319864   0.        ],[ 0.04549458 -0.03153812 -0.00035616],[ 0.45496535  0.03024042 -0.4196145 ],10.0,0.01,0.005137581948496662,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0431375  0.       ],[ 0.05       -0.04260724  0.        ],[ 0.0455279  -0.03735111 -0.00046609],[ 0.58014464 -0.3724326  -0.6169124 ],10.0,0.01,0.005137581948496662,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0420481  0.       ],[ 0.05       -0.04207469  0.        ],[ 0.04506626 -0.04147463 -0.0006953 ],[ 0.45033193  0.0363133  -0.4174143 ],10.0,0.01,0.005137581948496662,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.05350089  0.        ],[ 0.05       -0.05295754  0.        ],[ 0.04450842 -0.04758576 -0.00086475],[ 0.5846844  -0.38175946 -0.6212114 ],10.0,0.01,0.005137581948496662,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.05238927  0.        ],[ 0.05       -0.05241629  0.        ],[ 0.04420487 -0.05164443 -0.00100299],[ 0.44966793  0.03705382 -0.41716897],10.0,0.01,0.005137581948496662,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.06387635  0.        ],[ 0.05       -0.06333139  0.        ],[ 0.04404648 -0.05764032 -0.0010369 ],[ 0.5852797 -0.3829025 -0.6217383],10.0,0.01,0.005137581948496662,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.06276251  0.        ],[ 0.05       -0.06278956  0.        ],[ 0.04407754 -0.06165772 -0.00108461],[ 0.44959164  0.03712785 -0.41714483],10.0,0.01,0.005137581948496662,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.07425309  0.        ],[ 0.05       -0.07370797  0.        ],[ 0.04409165 -0.06765289 -0.00107181],[ 0.5853443 -0.3830192 -0.6217937],10.0,0.01,0.005137581948496662,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.07313908  0.        ],[ 0.05       -0.07316613  0.        ],[ 0.04415536 -0.07168279 -0.0011272 ],[ 0.44958436  0.03713357 -0.41714275],10.0,0.01,0.005137581948496662,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.08462994  0.        ],[ 0.05      -0.0840848  0.       ],[ 0.04413133 -0.07768324 -0.00113011],[ 0.5853503  -0.38302863 -0.6217984 ],10.0,0.01,0.005137581948496662,False
