0.816924,-0.488861,-0.762347
0.463610,-0.064079,-0.445144
0.544316,-0.249659,-0.569641
0.463738,-0.002029,-0.433439
0.564673,-0.337325,-0.601140
0.444468,0.024506,-0.421217
0.585445,-0.380575,-0.623590
0.439765,0.028263,-0.417847
0.589811,-0.387328,-0.627543
0.439144,0.028328,-0.417362
0.590275,-0.387681,-0.627905
0.439137,0.028214,-0.417335
0.590253,-0.387550,-0.627872
0.439156,0.028181,-0.417343
0.590232,-0.387504,-0.627852
0.439161,0.028176,-0.417346
0.590227,-0.387496,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
0.590226,-0.387495,-0.627847
0.439162,0.028176,-0.417347
