,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02449621 -0.01262824  0.        ],[ 0.02333136 -0.01202773  0.        ],[ 0.00861933 -0.00645579 -0.00047741],[ 0.8165405 -0.4209413 -0.7501832],10.0,0.01,0.0179986136228807,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.03758228 -0.01481726  0.        ],[ 0.03690462 -0.01468461  0.        ],[ 0.02040803 -0.01416343 -0.00183604],[ 0.4362023  -0.07296747 -0.45471787],10.0,0.01,0.0179986136228807,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01946764  0.        ],[ 0.04937728 -0.0192402   0.        ],[ 0.0324008  -0.0191891  -0.00197959],[ 0.52921045 -0.15501273 -0.55386597],10.0,0.01,0.0179986136228807,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02136329  0.        ],[ 0.04997039 -0.02126234  0.        ],[ 0.04010958 -0.02157915 -0.00156091],[ 0.4555558  -0.06318831 -0.47056758],10.0,0.01,0.0179986136228807,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02623942  0.        ],[ 0.04999859 -0.02600275  0.        ],[ 0.04394768 -0.02413862 -0.00064892],[ 0.51851594 -0.16253752 -0.5454088 ],10.0,0.01,0.0179986136228807,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02794416  0.        ],[ 0.04999993 -0.02785184  0.        ],[ 0.04541559 -0.02672584 -0.00033412],[ 0.45589626 -0.05682474 -0.47166836],10.0,0.01,0.0179986136228807,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0330566  0.       ],[ 0.05      -0.0328091  0.       ],[ 0.04548805 -0.0303126  -0.00043394],[ 0.51980925 -0.1704145  -0.54732376],10.0,0.01,0.0179986136228807,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0345597  0.       ],[ 0.05       -0.03447646  0.        ],[ 0.04501319 -0.03341004 -0.00064311],[ 0.45328522 -0.05010349 -0.4688241 ],10.0,0.01,0.0179986136228807,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03999741  0.        ],[ 0.05       -0.03973488  0.        ],[ 0.04448874 -0.03714901 -0.00081769],[ 0.52370584 -0.18125701 -0.5523272 ],10.0,0.01,0.0179986136228807,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0412195  0.       ],[ 0.05       -0.04114891  0.        ],[ 0.04417921 -0.04011033 -0.0009236 ],[ 0.44908834 -0.04073638 -0.4639982 ],10.0,0.01,0.0179986136228807,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.04713807  0.        ],[ 0.05       -0.04685327  0.        ],[ 0.04405837 -0.0438806  -0.00095896],[ 0.529639   -0.19728565 -0.5600109 ],10.0,0.01,0.0179986136228807,False
