0.817362,-0.410253,-0.749038
0.433629,-0.074304,-0.454374
0.527858,-0.144695,-0.552136
0.455738,-0.069669,-0.474263
0.514011,-0.146112,-0.539950
0.458653,-0.068674,-0.478454
0.511977,-0.146710,-0.538014
0.458970,-0.068279,-0.479144
0.511798,-0.147052,-0.537817
0.458917,-0.067981,-0.479108
0.511934,-0.147384,-0.537945
0.458792,-0.067667,-0.478920
0.512145,-0.147753,-0.538152
0.458638,-0.067312,-0.478678
0.512397,-0.148175,-0.538399
0.458460,-0.066905,-0.478397
0.512687,-0.148659,-0.538688
0.458251,-0.066449,-0.478105
0.513013,-0.149195,-0.539014
0.458018,-0.065992,-0.477841
0.513343,-0.149726,-0.539336
0.457787,-0.065541,-0.477579
0.513669,-0.150250,-0.539654
0.457559,-0.065095,-0.477320
0.513993,-0.150769,-0.539970
0.457332,-0.064654,-0.477063
0.514312,-0.151281,-0.540281
0.457109,-0.064218,-0.476810
0.514627,-0.151787,-0.540589
0.456888,-0.063787,-0.476560
0.514939,-0.152287,-0.540893
0.456670,-0.063362,-0.476312
0.515246,-0.152782,-0.541193
0.456454,-0.062941,-0.476068
0.515550,-0.153270,-0.541489
0.456241,-0.062526,-0.475826
0.515851,-0.153752,-0.541782
0.456030,-0.062115,-0.475587
0.516147,-0.154229,-0.542072
0.455822,-0.061710,-0.475351
0.516440,-0.154700,-0.542357
0.455617,-0.061309,-0.475118
0.516729,-0.155164,-0.542639
0.455414,-0.060914,-0.474888
0.517014,-0.155623,-0.542917
0.455213,-0.060523,-0.474661
0.517296,-0.156076,-0.543192
0.455015,-0.060138,-0.474436
0.517574,-0.156524,-0.543463
0.454820,-0.059757,-0.474215
