,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.01829861 -0.02754472  0.00021035],[ 0.01742846 -0.0262349   0.00020035],[ 0.00672042 -0.01294743 -0.00030149],[ 0.60995364 -0.9181573   0.00701177],10.0,0.01,0.008492455857950231,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.0389883 -0.0227249  0.       ],[ 3.79630790e-02 -2.28918056e-02  9.52715974e-06],[ 0.01944135 -0.02388833 -0.00134065],[ 0.6896565   0.16066074 -0.8487556 ],10.0,0.01,0.008492455857950231,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0131818  0.       ],[ 4.94276142e-02 -1.36435391e-02  4.53040339e-07],[ 0.03172626 -0.02155992 -0.00206136],[ 0.70803547  0.31810308 -0.9095437 ],10.0,0.01,0.008492455857950231,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00673351  0.        ],[ 4.99727816e-02 -7.06209850e-03  2.15432040e-08],[ 0.03933118 -0.0128845  -0.00159698],[ 0.7432153   0.21494317 -0.8596504 ],10.0,0.01,0.008492455857950231,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00149446 0.        ],[4.99987057e-02 1.08757444e-03 1.02443309e-09],[ 0.04315727 -0.00394239 -0.00058469],[ 0.7318442   0.27426565 -0.8921138 ],10.0,0.01,0.008492455857950231,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00869069 0.        ],[4.99999385e-02 8.32914027e-03 4.87140606e-11],[ 0.04460898  0.00375937 -0.00023344],[ 0.74258983  0.23987424 -0.87397087],10.0,0.01,0.008492455857950231,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01646676 0.        ],[4.99999971e-02 1.60797972e-02 2.31617503e-12],[ 0.04462525  0.01091318 -0.00033805],[ 0.7393398   0.25920248 -0.8845196 ],10.0,0.01,0.008492455857950231,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02389438 0.        ],[4.99999999e-02 2.35227813e-02 1.09828813e-13],[ 0.04400351  0.01796485 -0.00056763],[ 0.7427697   0.24758744 -0.87840855],10.0,0.01,0.008492455857950231,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.03152087 0.        ],[5.00000000e-02 3.11405378e-02 4.94049246e-15],[ 0.04332101  0.02509247 -0.00077733],[ 0.7415925   0.25421607 -0.8820208 ],10.0,0.01,0.008492455857950231,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.03902464 0.        ],[5.00000000e-02 3.86497342e-02 1.38777878e-16],[ 0.04283318  0.03226008 -0.00091041],[ 0.74265075  0.25012589 -0.8798853 ],10.0,0.01,0.008492455857950231,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.04660071 0.        ],[5.00000000e-02 4.62226217e-02 1.38777878e-16],[ 0.0425624   0.03945798 -0.00097304],[ 0.7422606   0.25253558 -0.8811807 ],10.0,0.01,0.008492455857950231,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.98203762e-02 1.38777878e-16],[ 0.04252465  0.04484825 -0.00101541],[ 0.74258924  0.25101733 -0.88039017],10.0,0.01,0.008492455857950231,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99914584e-02 1.38777878e-16],[ 0.04278393  0.04704347 -0.00101102],[ 0.74246204  0.25194907 -0.88088447],10.0,0.01,0.008492455857950231,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99995938e-02 1.38777878e-16],[ 0.04314626  0.0472326  -0.00093065],[ 0.74256015  0.25134265 -0.8805705 ],10.0,0.01,0.008492455857950231,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99999807e-02 1.38777878e-16],[ 0.04333669  0.04693926 -0.00086154],[ 0.7425004   0.25172782 -0.88077134],10.0,0.01,0.008492455857950231,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99999991e-02 1.38777878e-16],[ 0.04332309  0.04679957 -0.00085819],[ 0.7425389  0.2514814 -0.8806432],10.0,0.01,0.008492455857950231,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04322439  0.04681623 -0.00089077],[ 0.7425144   0.25163877 -0.8807251 ],10.0,0.01,0.008492455857950231,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04314325  0.04685184 -0.00091863],[ 0.7425301   0.25153828 -0.8806728 ],10.0,0.01,0.008492455857950231,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04310956  0.04685603 -0.00092815],[ 0.7425201  0.2516024 -0.8807062],10.0,0.01,0.008492455857950231,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04310838  0.04684614 -0.00092556],[ 0.74252653  0.25156152 -0.88068485],10.0,0.01,0.008492455857950231,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04311841  0.04684173 -0.00092014],[ 0.7425225   0.25158763 -0.8806985 ],10.0,0.01,0.008492455857950231,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04312783  0.04684437 -0.0009164 ],[ 0.742525    0.25157094 -0.8806898 ],10.0,0.01,0.008492455857950231,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.0431333   0.04684815 -0.00091484],[ 0.7425232   0.25158155 -0.88069534],10.0,0.01,0.008492455857950231,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313531  0.04684973 -0.00091459],[ 0.74252427  0.25157487 -0.8806918 ],10.0,0.01,0.008492455857950231,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313521  0.04684949 -0.00091488],[ 0.74252367  0.25157917 -0.88069403],10.0,0.01,0.008492455857950231,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313427  0.04684878 -0.00091529],[ 0.74252415  0.25157642 -0.88069266],10.0,0.01,0.008492455857950231,False
26,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313334  0.04684833 -0.00091562],[ 0.7425239  0.2515781 -0.8806935],10.0,0.01,0.008492455857950231,False
27,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313279  0.04684819 -0.00091578],[ 0.742524    0.25157702 -0.88069296],10.0,0.01,0.008492455857950231,False
28,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313263  0.04684819 -0.00091582],[ 0.7425239   0.25157762 -0.8806933 ],10.0,0.01,0.008492455857950231,False
29,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.0431327   0.04684822 -0.00091579],[ 0.7425239   0.25157738 -0.88069314],10.0,0.01,0.008492455857950231,False
30,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313284  0.04684825 -0.00091574],[ 0.7425239  0.2515775 -0.8806932],10.0,0.01,0.008492455857950231,False
31,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313294  0.04684828 -0.00091571],[ 0.7425239   0.25157738 -0.8806932 ],10.0,0.01,0.008492455857950231,False
32,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313299  0.04684829 -0.0009157 ],[ 0.7425239  0.2515775 -0.8806932],10.0,0.01,0.008492455857950231,False
33,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.043133    0.04684829 -0.0009157 ],[ 0.7425239   0.25157738 -0.8806932 ],10.0,0.01,0.008492455857950231,False
34,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313299  0.04684829 -0.00091571],[ 0.7425239  0.2515775 -0.8806932],10.0,0.01,0.008492455857950231,False
35,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313297  0.04684829 -0.00091571],[ 0.7425239   0.25157738 -0.8806932 ],10.0,0.01,0.008492455857950231,False
36,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.7425239  0.2515775 -0.8806932],10.0,0.01,0.008492455857950231,False
37,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.7425239   0.25157738 -0.8806932 ],10.0,0.01,0.008492455857950231,False
38,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 1.38777878e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.7425239  0.2515775 -0.8806932],10.0,0.01,0.008492455857950231,False
