,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 1.89582538e-02 -2.72520091e-02  9.17458528e-05],[ 1.80567413e-02 -2.59561078e-02  8.73831074e-05],[ 0.00693716 -0.01284198 -0.00036702],[ 0.6319418 -0.9084003  0.0030582],10.0,0.01,0.0006547307287818948,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.03874145 -0.02096129  0.        ],[ 3.77578374e-02 -2.11988046e-02  4.15528591e-06],[ 0.01952121 -0.02298011 -0.00142587],[ 0.6594398   0.20969069 -0.85872245],10.0,0.01,0.0006547307287818948,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01112246  0.        ],[ 4.94178545e-02 -1.16016186e-02  1.97594266e-07],[ 0.03172329 -0.01981035 -0.00203478],[ 0.65540934  0.32796085 -0.90176296],10.0,0.01,0.0006547307287818948,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.00374856  0.        ],[ 4.99723175e-02 -4.12199560e-03  9.39610273e-09],[ 0.03929153 -0.0104318  -0.0015763 ],[ 0.67456794  0.24579668 -0.859585  ],10.0,0.01,0.0006547307287818948,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.00543046 0.        ],[4.99986836e-02 4.97621676e-03 4.46808118e-10],[ 0.04307179 -0.00068062 -0.00057254],[ 0.6589577   0.30596745 -0.89193344],10.0,0.01,0.0006547307287818948,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.01347373 0.        ],[4.99999374e-02 1.30696542e-02 2.12466711e-11],[ 0.04447948  0.00787703 -0.00023138],[ 0.6715083   0.26810908 -0.8703009 ],10.0,0.01,0.0006547307287818948,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.02226437 0.        ],[4.99999970e-02 2.18271362e-02 1.01010866e-12],[ 0.04446031  0.01594356 -0.00034842],[ 0.6623801  0.2930212 -0.8844632],10.0,0.01,0.0006547307287818948,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.03062974 0.        ],[4.99999999e-02 3.02111551e-02 4.78506124e-14],[ 0.04380785  0.0239158  -0.00059009],[ 0.66849554  0.2788458  -0.8761277 ],10.0,0.01,0.0006547307287818948,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.03923828 0.        ],[5.00000000e-02 3.88090173e-02 2.10942375e-15],[ 0.04309926  0.03196073 -0.00081155],[ 0.6645998  0.2869513 -0.880907 ],10.0,0.01,0.0006547307287818948,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05       0.04772035 0.        ],[5.00000000e-02 4.72965976e-02 2.77555756e-16],[ 0.0425853   0.0400467  -0.00095633],[ 0.66645837  0.28273582 -0.87841517],10.0,0.01,0.0006547307287818948,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.98714464e-02 2.77555756e-16],[ 0.04244646  0.04540258 -0.00105542],[ 0.6654564   0.28501797 -0.8797553 ],10.0,0.01,0.0006547307287818948,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99938870e-02 2.77555756e-16],[ 0.04275303  0.0472131  -0.0010425 ],[ 0.6659771   0.28379774 -0.87904125],10.0,0.01,0.0006547307287818948,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99997093e-02 2.77555756e-16],[ 0.04315572  0.04719309 -0.00093138],[ 0.66569734  0.284456   -0.8794257 ],10.0,0.01,0.0006547307287818948,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99999862e-02 2.77555756e-16],[ 0.04334578  0.04688134 -0.00085501],[ 0.6658485   0.28410065 -0.87921834],10.0,0.01,0.0006547307287818948,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 4.99999993e-02 2.77555756e-16],[ 0.04332059  0.0467853  -0.00085697],[ 0.66576695  0.28429246 -0.8793303 ],10.0,0.01,0.0006547307287818948,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04321826  0.04682562 -0.00089283],[ 0.66581094  0.28418887 -0.8792699 ],10.0,0.01,0.0006547307287818948,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04314035  0.0468597  -0.00092006],[ 0.6657872  0.2842449 -0.8793025],10.0,0.01,0.0006547307287818948,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04311009  0.04685693 -0.00092807],[ 0.6658      0.2842145  -0.87928486],10.0,0.01,0.0006547307287818948,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04310986  0.04684455 -0.00092491],[ 0.66579306  0.28423095 -0.8792944 ],10.0,0.01,0.0006547307287818948,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04311931  0.04684095 -0.00091972],[ 0.66579676  0.28422213 -0.87928927],10.0,0.01,0.0006547307287818948,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04312802  0.04684456 -0.00091632],[ 0.66579473  0.2842269  -0.879292  ],10.0,0.01,0.0006547307287818948,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313318  0.04684847 -0.0009149 ],[ 0.6657958  0.2842244 -0.8792905],10.0,0.01,0.0006547307287818948,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313516  0.04684982 -0.00091465],[ 0.6657953   0.2842257  -0.87929136],10.0,0.01,0.0006547307287818948,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313512  0.04684942 -0.0009149 ],[ 0.66579556  0.284225   -0.87929094],10.0,0.01,0.0006547307287818948,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313423  0.04684872 -0.0009153 ],[ 0.6657953   0.28422534 -0.8792911 ],10.0,0.01,0.0006547307287818948,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313333  0.04684832 -0.00091561],[ 0.66579556  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
26,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.0431328   0.0468482  -0.00091578],[ 0.66579556  0.2842251  -0.879291  ],10.0,0.01,0.0006547307287818948,False
27,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313265  0.0468482  -0.00091582],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
28,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313271  0.04684822 -0.00091578],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
29,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313284  0.04684825 -0.00091574],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
30,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313294  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
31,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313299  0.04684829 -0.0009157 ],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
32,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.043133    0.04684829 -0.0009157 ],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
33,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313298  0.04684829 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
34,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313297  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
35,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
36,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
37,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
38,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
39,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
40,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
41,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
42,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
43,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
44,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
45,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
46,[0.61011829 0.12516428 0.1894773 ],0.03,[0.05 0.05 0.  ],[5.00000000e-02 5.00000000e-02 2.77555756e-16],[ 0.04313296  0.04684828 -0.00091571],[ 0.66579545  0.28422523 -0.87929106],10.0,0.01,0.0006547307287818948,False
