,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.01437212 -0.00593388  0.        ],[ 0.01368869 -0.00565171  0.        ],[ 0.0050422  -0.00311573 -0.0002813 ],[ 0.47907054 -0.1977961  -0.7726226 ],10.0,0.01,0.027619430792220647,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02679053 -0.00975541  0.        ],[ 0.0261675  -0.00956027  0.        ],[ 0.01360989 -0.00831456 -0.00114513],[ 0.4139471  -0.12738425 -0.78995013],10.0,0.01,0.027619430792220647,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.03934098 -0.0140453   0.        ],[ 0.03871455 -0.01383202  0.        ],[ 0.02390545 -0.01327508 -0.00153432],[ 0.4183483  -0.14299619 -0.78636837],10.0,0.01,0.027619430792220647,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.01831505  0.        ],[ 0.04946335 -0.01810187  0.        ],[ 0.0344236  -0.01752707 -0.00163411],[ 0.41696727 -0.1423251  -0.78690493],10.0,0.01,0.027619430792220647,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02259437  0.        ],[ 0.04997448 -0.02238074  0.        ],[ 0.04102015 -0.02125449 -0.00135257],[ 0.41696048 -0.14264399 -0.78685236],10.0,0.01,0.027619430792220647,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.02687405  0.        ],[ 0.04999879 -0.02666038  0.        ],[ 0.04420155 -0.02485396 -0.00062814],[ 0.41692686 -0.14265603 -0.78686076],10.0,0.01,0.027619430792220647,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03115399  0.        ],[ 0.04999994 -0.03094031  0.        ],[ 0.04532859 -0.02875851 -0.00039778],[ 0.41692364 -0.14266461 -0.7868602 ],10.0,0.01,0.027619430792220647,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03543395  0.        ],[ 0.05       -0.03522027  0.        ],[ 0.04531696 -0.03292301 -0.00051202],[ 0.41692257 -0.14266557 -0.7868604 ],10.0,0.01,0.027619430792220647,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.03971393  0.        ],[ 0.05       -0.03950025  0.        ],[ 0.04487335 -0.03717412 -0.00070526],[ 0.41692233 -0.14266592 -0.7868604 ],10.0,0.01,0.027619430792220647,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.04399391  0.        ],[ 0.05       -0.04378023  0.        ],[ 0.04443517 -0.04139895 -0.00086181],[ 0.41692233 -0.1426661  -0.7868604 ],10.0,0.01,0.027619430792220647,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05      -0.0482739  0.       ],[ 0.05       -0.04806021  0.        ],[ 0.0441747  -0.04557146 -0.00095258],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.05255388  0.        ],[ 0.05      -0.0523402  0.       ],[ 0.0440898  -0.04971122 -0.00098992],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.05683386  0.        ],[ 0.05       -0.05662018  0.        ],[ 0.04410825 -0.05384121 -0.00100063],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.06111385  0.        ],[ 0.05       -0.06090016  0.        ],[ 0.04415831 -0.05797262 -0.00100762],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.06539383  0.        ],[ 0.05       -0.06518014  0.        ],[ 0.04419731 -0.06210773 -0.00102266],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.06967381  0.        ],[ 0.05       -0.06946013  0.        ],[ 0.04421129 -0.06624559 -0.00104803],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.07395379  0.        ],[ 0.05       -0.07374011  0.        ],[ 0.0442034  -0.07038485 -0.00108129],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.07823378  0.        ],[ 0.05       -0.07802009  0.        ],[ 0.04418234 -0.07452441 -0.00111911],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.08251376  0.        ],[ 0.05       -0.08230007  0.        ],[ 0.04415561 -0.07866359 -0.00115915],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.08679374  0.        ],[ 0.05       -0.08658006  0.        ],[ 0.04412724 -0.08280207 -0.00120041],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.09107373  0.        ],[ 0.05       -0.09086004  0.        ],[ 0.04409826 -0.0869398  -0.00124278],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
21,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.09535371  0.        ],[ 0.05       -0.09514002  0.        ],[ 0.04406813 -0.0910768  -0.00128657],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
22,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.09963369  0.        ],[ 0.05       -0.09942001  0.        ],[ 0.04403586 -0.09521307 -0.00133212],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
23,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.10391367  0.        ],[ 0.05       -0.10369999  0.        ],[ 0.04400068 -0.09934854 -0.00137966],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
24,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.10819366  0.        ],[ 0.05       -0.10797997  0.        ],[ 0.04396221 -0.1034831  -0.00142926],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
25,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.05       -0.11247364  0.        ],[ 0.05       -0.11225995  0.        ],[ 0.04392039 -0.10761665 -0.00148091],[ 0.41692233 -0.1426661  -0.78686047],10.0,0.01,0.027619430792220647,False
