0.219951,-0.879497,-0.803269
-0.337482,0.927961,-0.969300
-0.168888,-0.998333,-0.844606
0.589964,0.855293,-0.959266
-0.820534,-0.997195,-0.946745
0.899618,0.644626,-0.944354
-0.787146,-0.991748,-0.920027
0.894914,0.667650,-0.944090
-0.799621,-0.993175,-0.924776
0.897347,0.660578,-0.943813
-0.795337,-0.992785,-0.923078
0.896556,0.662843,-0.943875
-0.796717,-0.992912,-0.923626
0.896823,0.662060,-0.943843
-0.796241,-0.992868,-0.923437
0.896731,0.662330,-0.943854
-0.796405,-0.992884,-0.923502
0.896763,0.662237,-0.943850
-0.796348,-0.992878,-0.923480
0.896752,0.662269,-0.943851
-0.796368,-0.992880,-0.923488
0.896755,0.662258,-0.943851
-0.796361,-0.992880,-0.923485
0.896754,0.662262,-0.943851
-0.796364,-0.992880,-0.923486
0.896755,0.662261,-0.943851
-0.796363,-0.992880,-0.923486
0.896755,0.662261,-0.943851
-0.796363,-0.992880,-0.923486
0.896755,0.662261,-0.943851
-0.796363,-0.992880,-0.923486
0.896755,0.662261,-0.943851
-0.796363,-0.992880,-0.923486
0.896755,0.662261,-0.943851
-0.796363,-0.992880,-0.923486
0.896755,0.662261,-0.943851
