,origin,output_max,desired_pos_step_I,desired_pos_ctrl_I,ee_position_I,raw_action,substeps,timestep,goal_noise,is_success
0,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.00481153 -0.02767715  0.        ],[ 0.00458273 -0.02636103  0.        ],[ 0.00207844 -0.01255575 -0.00017867],[ 0.16038418 -0.9225718  -0.7910946 ],10.0,0.01,0.026092101479071872,False
1,[0.61011829 0.12516428 0.1894773 ],0.03,[3.49635957e-03 1.40629709e-06 0.00000000e+00],[ 0.00354802 -0.00125219  0.        ],[ 0.00323299 -0.01212378 -0.00011506],[-0.04383886  0.9226186  -0.97028726],10.0,0.01,0.026092101479071872,False
2,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.0145721  -0.02993885  0.        ],[-0.01371045 -0.02857473  0.        ],[-0.00293516 -0.01728951  0.00035605],[-0.6022821  -0.9980087  -0.90215546],10.0,0.01,0.026092101479071872,False
3,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.01079136 -0.0074672   0.        ],[ 0.00962624 -0.00847092  0.        ],[ 0.00091305 -0.0155519   0.00051829],[ 0.84544885  0.749055   -0.9602646 ],10.0,0.01,0.026092101479071872,False
4,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01410721 -0.03734637  0.        ],[-0.01297862 -0.03597327  0.        ],[-0.00350429 -0.02352793 -0.00057941],[-0.8299524  -0.9959721  -0.94315535],10.0,0.01,0.026092101479071872,False
5,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.0129931  -0.01764242  0.        ],[ 0.01175808 -0.0185141   0.        ],[ 0.00151753 -0.02450201  0.00023435],[ 0.9033437  0.6567981 -0.9563557],10.0,0.01,0.026092101479071872,False
6,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.01080704 -0.04740047  0.        ],[-0.00973402 -0.04602685  0.        ],[-0.00153835 -0.03371231 -0.00065837],[-0.7933381 -0.9919348 -0.923529 ],10.0,0.01,0.026092101479071872,False
7,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.01608306 -0.02692864  0.        ],[ 0.0148554 -0.0278368  0.       ],[ 0.00414325 -0.03435676  0.00020016],[ 0.8963369   0.68239427 -0.9560612 ],10.0,0.01,0.026092101479071872,False
8,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.0081356 -0.0567352  0.       ],[-0.00704232 -0.05536101  0.        ],[ 0.00118222 -0.04292848 -0.00066511],[-0.8072887 -0.9935521 -0.9292501],10.0,0.01,0.026092101479071872,False
9,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.01883777 -0.03653229  0.        ],[ 0.0176071  -0.03742764  0.        ],[ 0.00682532 -0.04349064  0.00015865],[ 0.8991121   0.67343044 -0.9560649 ],10.0,0.01,0.026092101479071872,False
10,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.00522828 -0.06632294  0.        ],[-0.0041424  -0.06494889  0.        ],[ 0.00382026 -0.0522219  -0.00072021],[-0.8022015  -0.99302167 -0.9270843 ],10.0,0.01,0.026092101479071872,False
11,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02171539 -0.04602215  0.        ],[ 0.02048578 -0.04692216  0.        ],[ 9.39441030e-03 -5.28610285e-02  5.37712261e-05],[ 0.8981222   0.67669296 -0.9560579 ],10.0,0.01,0.026092101479071872,False
12,[0.61011829 0.12516428 0.1894773 ],0.03,[-0.00240682 -0.07581862  0.        ],[-0.00131822 -0.07444453  0.        ],[ 0.0063113  -0.06155415 -0.00082195],[-0.80407375 -0.9932159  -0.92787075],10.0,0.01,0.026092101479071872,False
13,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02454784 -0.05555364  0.        ],[ 0.02331785 -0.05645195  0.        ],[ 1.18448716e-02 -6.21823985e-02 -7.20600494e-05],[ 0.898489    0.67549944 -0.9560597 ],10.0,0.01,0.026092101479071872,False
14,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.00044602 -0.08534794  0.        ],[ 0.00153364 -0.08397386  0.        ],[ 0.00875716 -0.07086294 -0.00093982],[-0.803394   -0.99314326 -0.9275782 ],10.0,0.01,0.026092101479071872,False
15,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.02739673 -0.06506982  0.        ],[ 0.02616688 -0.06596876  0.        ],[ 0.0142895  -0.07149554 -0.00020891],[ 0.8983569   0.6759372  -0.95605856],10.0,0.01,0.026092101479071872,False
16,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.00328742 -0.09486492  0.        ],[ 0.00437539 -0.09349084  0.        ],[ 0.01120122 -0.08015404 -0.0010629 ],[-0.80364376 -0.99317    -0.9276858 ],10.0,0.01,0.026092101479071872,False
17,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.03023958 -0.07459164  0.        ],[ 0.02900967 -0.07549034  0.        ],[ 0.01672633 -0.08078848 -0.00035259],[ 0.89840543  0.67577624 -0.956059  ],10.0,0.01,0.026092101479071872,False
18,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.00613302 -0.10438644  0.        ],[ 0.00722087 -0.10301236  0.        ],[ 0.01363343 -0.08942967 -0.00119496],[-0.803552  -0.9931602 -0.9276463],10.0,0.01,0.026092101479071872,False
19,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.03308465 -0.08411138  0.        ],[ 0.03185476 -0.08501017  0.        ],[ 0.01914668 -0.09006578 -0.00050799],[ 0.8983877  0.6758354 -0.9560588],10.0,0.01,0.026092101479071872,False
20,[0.61011829 0.12516428 0.1894773 ],0.03,[ 0.00897708 -0.1139063   0.        ],[ 0.01006497 -0.11253221  0.        ],[ 0.01604617 -0.0986876  -0.00133796],[-0.80358577 -0.9931638  -0.92766076],10.0,0.01,0.026092101479071872,False
