0.210292,-0.887874,-0.798188
-0.303118,0.926729,-0.969223
-0.232347,-0.998309,-0.852938
0.633905,0.847099,-0.959810
-0.826042,-0.997205,-0.948469
0.901341,0.644502,-0.945988
-0.787081,-0.991703,-0.920520
0.895382,0.670611,-0.946039
-0.801329,-0.993302,-0.925875
0.898177,0.662465,-0.945700
-0.796425,-0.992859,-0.923943
0.897238,0.665219,-0.945810
-0.798095,-0.993012,-0.924602
0.897558,0.664282,-0.945773
-0.797528,-0.992960,-0.924378
0.897449,0.664600,-0.945786
-0.797721,-0.992978,-0.924454
0.897486,0.664492,-0.945782
-0.797656,-0.992972,-0.924428
0.897474,0.664529,-0.945783
-0.797678,-0.992974,-0.924437
0.897478,0.664516,-0.945783
-0.797670,-0.992973,-0.924434
0.897476,0.664521,-0.945783
-0.797673,-0.992973,-0.924435
0.897477,0.664519,-0.945783
-0.797672,-0.992973,-0.924435
0.897477,0.664520,-0.945783
-0.797672,-0.992973,-0.924435
0.897477,0.664520,-0.945783
-0.797672,-0.992973,-0.924435
0.897477,0.664520,-0.945783
-0.797672,-0.992973,-0.924435
0.897477,0.664520,-0.945783
-0.797672,-0.992973,-0.924435
0.897477,0.664520,-0.945783
-0.797672,-0.992973,-0.924435
0.897477,0.664520,-0.945783
