0.884042,0.283194,0.991625
-0.997396,0.994143,-0.820902
0.960338,-0.722555,-0.595122
0.746646,0.688086,0.995305
-0.996188,0.995524,-0.579891
0.976698,-0.736900,-0.278008
0.683930,0.776673,0.994896
-0.985627,0.993193,-0.140089
0.979936,-0.580350,0.982396
-0.843166,0.958184,0.317353
0.984603,0.593597,0.999201
-0.998914,0.996327,-0.856756
0.959851,-0.716035,-0.598700
0.748007,0.685926,0.995287
-0.996279,0.995554,-0.586758
0.976032,-0.733874,-0.306365
0.689933,0.767963,0.995022
-0.987642,0.993561,-0.202040
0.979296,-0.695767,0.972878
-0.784852,0.946060,0.499961
0.988642,0.771659,0.999510
-0.998479,0.995396,-0.805106
0.960757,-0.724002,-0.594437
0.746354,0.688500,0.995309
-0.996170,0.995518,-0.578499
0.976831,-0.737510,-0.272200
0.682657,0.778379,0.994869
-0.985183,0.993117,-0.127419
0.979751,-0.549826,0.984072
-0.854212,0.959442,0.261815
0.982872,0.521942,0.999007
-0.998779,0.996017,-0.860074
0.959714,-0.715352,-0.598841
0.748115,0.685764,0.995286
-0.996286,0.995556,-0.587284
0.975980,-0.733641,-0.308516
0.690439,0.767212,0.995033
-0.987801,0.993592,-0.207272
0.979209,-0.703700,0.971896
-0.779520,0.944627,0.510149
0.988634,0.777306,0.999513
-0.998420,0.995298,-0.801068
0.960810,-0.724411,-0.594074
0.746247,0.688664,0.995310
-0.996162,0.995516,-0.577967
0.976882,-0.737743,-0.269975
0.682168,0.779030,0.994858
-0.985011,0.993088,-0.122563
0.979701,-0.537511,0.984714
-0.858112,0.959964,0.239871
